FLY,VIAL,TIME,CENSUS,POPULATION,CONTINENT,TREATMENT
3649,254,3,1,EU1,EUROPE,T
3650,254,9,1,EU1,EUROPE,T
3651,254,9,1,EU1,EUROPE,T
3652,254,12,1,EU1,EUROPE,T
3653,254,12,1,EU1,EUROPE,T
3654,254,15,1,EU1,EUROPE,T
3655,254,15,1,EU1,EUROPE,T
3656,254,15,1,EU1,EUROPE,T
3657,254,18,1,EU1,EUROPE,T
3658,254,21,0,EU1,EUROPE,T
3659,255,3,1,AS2,ASIA,T
3660,255,3,1,AS2,ASIA,T
3661,255,3,1,AS2,ASIA,T
3662,255,15,1,AS2,ASIA,T
3663,255,15,1,AS2,ASIA,T
3664,255,21,1,AS2,ASIA,T
3665,255,21,0,AS2,ASIA,T
3666,255,21,0,AS2,ASIA,T
3667,255,21,0,AS2,ASIA,T
3668,255,21,0,AS2,ASIA,T
3669,255,21,0,AS2,ASIA,T
3670,255,21,0,AS2,ASIA,T
3671,255,21,0,AS2,ASIA,T
3672,255,21,0,AS2,ASIA,T
3673,256,3,0,AM2,AMERICA,T
3674,256,3,0,AM2,AMERICA,T
3675,256,3,0,AM2,AMERICA,T
3676,256,3,0,AM2,AMERICA,T
3677,256,3,0,AM2,AMERICA,T
3678,256,3,0,AM2,AMERICA,T
3679,256,3,0,AM2,AMERICA,T
3680,256,3,0,AM2,AMERICA,T
3681,256,3,0,AM2,AMERICA,T
3682,256,3,0,AM2,AMERICA,T
3683,256,3,0,AM2,AMERICA,T
3684,256,3,0,AM2,AMERICA,T
3685,256,3,0,AM2,AMERICA,T
3686,256,3,0,AM2,AMERICA,T
3687,256,3,0,AM2,AMERICA,T
3688,257,3,1,AS1,ASIA,C
3689,257,3,1,AS1,ASIA,C
3690,257,6,0,AS1,ASIA,C
3691,257,6,0,AS1,ASIA,C
3692,257,12,1,AS1,ASIA,C
3693,257,12,1,AS1,ASIA,C
3694,257,12,1,AS1,ASIA,C
3695,257,21,0,AS1,ASIA,C
3696,257,21,0,AS1,ASIA,C
3697,257,21,0,AS1,ASIA,C
3698,257,21,0,AS1,ASIA,C
3699,257,21,0,AS1,ASIA,C
3700,257,21,0,AS1,ASIA,C
3701,257,21,0,AS1,ASIA,C
3702,257,21,0,AS1,ASIA,C
3703,258,3,1,AF1,AFRICA,T
3704,258,3,1,AF1,AFRICA,T
3705,258,3,1,AF1,AFRICA,T
3706,258,3,1,AF1,AFRICA,T
3707,258,3,1,AF1,AFRICA,T
3708,258,3,1,AF1,AFRICA,T
3709,258,3,1,AF1,AFRICA,T
3710,258,3,1,AF1,AFRICA,T
3711,258,6,1,AF1,AFRICA,T
3712,258,12,1,AF1,AFRICA,T
3713,258,12,1,AF1,AFRICA,T
3714,258,18,1,AF1,AFRICA,T
3715,258,21,0,AF1,AFRICA,T
3716,258,21,0,AF1,AFRICA,T
3717,258,21,0,AF1,AFRICA,T
3718,259,3,1,AF1,AFRICA,T
3719,259,3,1,AF1,AFRICA,T
3720,259,3,1,AF1,AFRICA,T
3721,259,3,1,AF1,AFRICA,T
3722,259,3,1,AF1,AFRICA,T
3723,259,3,1,AF1,AFRICA,T
3724,259,3,1,AF1,AFRICA,T
3725,259,3,1,AF1,AFRICA,T
3726,259,3,1,AF1,AFRICA,T
3727,259,3,1,AF1,AFRICA,T
3728,259,3,1,AF1,AFRICA,T
3729,259,3,1,AF1,AFRICA,T
3730,259,6,1,AF1,AFRICA,T
3731,259,21,0,AF1,AFRICA,T
3732,259,21,0,AF1,AFRICA,T
3733,260,3,1,EU1,EUROPE,T
3734,260,3,1,EU1,EUROPE,T
3735,260,3,1,EU1,EUROPE,T
3736,260,3,1,EU1,EUROPE,T
3737,260,3,1,EU1,EUROPE,T
3738,260,9,1,EU1,EUROPE,T
3739,260,12,1,EU1,EUROPE,T
3740,260,12,1,EU1,EUROPE,T
3741,260,21,0,EU1,EUROPE,T
3742,260,21,0,EU1,EUROPE,T
3743,260,21,0,EU1,EUROPE,T
3744,261,3,1,AS1,ASIA,T
3745,261,3,1,AS1,ASIA,T
3746,261,3,1,AS1,ASIA,T
3747,261,3,1,AS1,ASIA,T
3748,261,3,1,AS1,ASIA,T
3749,261,3,1,AS1,ASIA,T
3750,261,3,1,AS1,ASIA,T
3751,261,6,1,AS1,ASIA,T
3752,261,9,1,AS1,ASIA,T
3753,261,9,1,AS1,ASIA,T
3754,261,12,1,AS1,ASIA,T
3755,261,12,1,AS1,ASIA,T
3756,261,12,1,AS1,ASIA,T
3757,261,15,1,AS1,ASIA,T
3758,261,21,0,AS1,ASIA,T
3759,262,3,1,EU1,EUROPE,T
3760,262,3,1,EU1,EUROPE,T
3761,262,3,1,EU1,EUROPE,T
3762,262,3,1,EU1,EUROPE,T
3763,262,3,1,EU1,EUROPE,T
3764,262,3,1,EU1,EUROPE,T
3765,262,3,1,EU1,EUROPE,T
3766,262,3,1,EU1,EUROPE,T
3767,262,3,1,EU1,EUROPE,T
3768,262,3,1,EU1,EUROPE,T
3769,262,3,1,EU1,EUROPE,T
3770,262,3,1,EU1,EUROPE,T
3771,262,3,1,EU1,EUROPE,T
3772,263,9,1,AM2,AMERICA,T
3773,263,12,1,AM2,AMERICA,T
3774,263,12,1,AM2,AMERICA,T
3775,263,12,1,AM2,AMERICA,T
3776,263,15,1,AM2,AMERICA,T
3777,263,15,1,AM2,AMERICA,T
3778,263,18,1,AM2,AMERICA,T
3779,263,18,1,AM2,AMERICA,T
3780,263,18,1,AM2,AMERICA,T
3781,263,21,1,AM2,AMERICA,T
3782,263,21,1,AM2,AMERICA,T
3783,263,21,0,AM2,AMERICA,T
3784,263,21,0,AM2,AMERICA,T
3785,263,21,0,AM2,AMERICA,T
3786,263,21,0,AM2,AMERICA,T
3787,264,3,1,AF1,AFRICA,T
3788,264,3,1,AF1,AFRICA,T
3789,264,3,1,AF1,AFRICA,T
3790,264,3,1,AF1,AFRICA,T
3791,264,3,1,AF1,AFRICA,T
3792,264,3,1,AF1,AFRICA,T
3793,264,3,1,AF1,AFRICA,T
3794,264,3,1,AF1,AFRICA,T
3795,264,9,1,AF1,AFRICA,T
3796,264,9,1,AF1,AFRICA,T
3797,264,15,1,AF1,AFRICA,T
3798,264,18,1,AF1,AFRICA,T
3799,264,18,1,AF1,AFRICA,T
3800,264,21,1,AF1,AFRICA,T
3801,265,3,1,AF1,AFRICA,C
3802,265,3,1,AF1,AFRICA,C
3803,265,3,1,AF1,AFRICA,C
3804,265,3,1,AF1,AFRICA,C
3805,265,3,1,AF1,AFRICA,C
3806,265,3,1,AF1,AFRICA,C
3807,265,3,1,AF1,AFRICA,C
3808,265,3,1,AF1,AFRICA,C
3809,265,3,1,AF1,AFRICA,C
3810,265,15,0,AF1,AFRICA,C
3811,265,21,1,AF1,AFRICA,C
3812,265,21,0,AF1,AFRICA,C
3813,265,21,0,AF1,AFRICA,C
3814,265,21,0,AF1,AFRICA,C
3815,265,21,0,AF1,AFRICA,C
3816,266,3,1,AM1,AMERICA,T
3817,266,12,1,AM1,AMERICA,T
3818,266,12,1,AM1,AMERICA,T
3819,266,12,0,AM1,AMERICA,T
3820,266,18,1,AM1,AMERICA,T
3821,266,21,1,AM1,AMERICA,T
3822,266,21,1,AM1,AMERICA,T
3823,266,21,0,AM1,AMERICA,T
3824,266,21,0,AM1,AMERICA,T
3825,266,21,0,AM1,AMERICA,T
3826,266,21,0,AM1,AMERICA,T
3827,266,21,0,AM1,AMERICA,T
3828,266,21,0,AM1,AMERICA,T
3829,266,21,0,AM1,AMERICA,T
3830,266,21,0,AM1,AMERICA,T
3831,267,3,1,AF2,AFRICA,T
3832,267,3,1,AF2,AFRICA,T
3833,267,3,1,AF2,AFRICA,T
3834,267,3,1,AF2,AFRICA,T
3835,267,3,1,AF2,AFRICA,T
3836,267,3,1,AF2,AFRICA,T
3837,267,3,1,AF2,AFRICA,T
3838,267,3,1,AF2,AFRICA,T
3839,267,9,1,AF2,AFRICA,T
3840,267,9,1,AF2,AFRICA,T
3841,267,9,0,AF2,AFRICA,T
3842,267,15,1,AF2,AFRICA,T
3843,267,15,1,AF2,AFRICA,T
3844,267,18,1,AF2,AFRICA,T
3845,268,6,1,AF2,AFRICA,T
3846,268,9,1,AF2,AFRICA,T
3847,268,12,1,AF2,AFRICA,T
3848,268,12,1,AF2,AFRICA,T
3849,268,12,1,AF2,AFRICA,T
3850,268,12,1,AF2,AFRICA,T
3851,268,21,1,AF2,AFRICA,T
3852,268,21,0,AF2,AFRICA,T
3853,268,21,0,AF2,AFRICA,T
3854,268,21,0,AF2,AFRICA,T
3855,268,21,0,AF2,AFRICA,T
3856,268,21,0,AF2,AFRICA,T
3857,268,21,0,AF2,AFRICA,T
3858,268,21,0,AF2,AFRICA,T
3859,268,21,0,AF2,AFRICA,T
3860,269,3,1,EU1,EUROPE,T
3861,269,3,1,EU1,EUROPE,T
3862,269,3,1,EU1,EUROPE,T
3863,269,3,1,EU1,EUROPE,T
3864,269,15,1,EU1,EUROPE,T
3865,269,18,1,EU1,EUROPE,T
3866,269,21,0,EU1,EUROPE,T
3867,269,21,0,EU1,EUROPE,T
3868,269,21,0,EU1,EUROPE,T
3869,269,21,0,EU1,EUROPE,T
3870,269,21,0,EU1,EUROPE,T
3871,269,21,0,EU1,EUROPE,T
3872,269,21,0,EU1,EUROPE,T
3873,269,21,0,EU1,EUROPE,T
3874,269,21,0,EU1,EUROPE,T
3875,270,3,1,EU1,EUROPE,T
3876,270,3,1,EU1,EUROPE,T
3877,270,12,1,EU1,EUROPE,T
3878,270,12,1,EU1,EUROPE,T
3879,270,21,0,EU1,EUROPE,T
3880,270,21,0,EU1,EUROPE,T
3881,270,21,0,EU1,EUROPE,T
3882,270,21,0,EU1,EUROPE,T
3883,270,21,0,EU1,EUROPE,T
3884,270,21,0,EU1,EUROPE,T
3885,270,21,0,EU1,EUROPE,T
3886,270,21,0,EU1,EUROPE,T
3887,270,21,0,EU1,EUROPE,T
3888,270,21,0,EU1,EUROPE,T
3889,270,21,0,EU1,EUROPE,T
3890,271,3,1,EU1,EUROPE,C
3891,271,3,1,EU1,EUROPE,C
3892,271,3,1,EU1,EUROPE,C
3893,271,6,1,EU1,EUROPE,C
3894,271,9,1,EU1,EUROPE,C
3895,271,9,1,EU1,EUROPE,C
3896,271,15,1,EU1,EUROPE,C
3897,271,21,1,EU1,EUROPE,C
3898,271,21,0,EU1,EUROPE,C
3899,271,21,0,EU1,EUROPE,C
3900,271,21,0,EU1,EUROPE,C
3901,271,21,0,EU1,EUROPE,C
3902,271,21,0,EU1,EUROPE,C
3903,271,21,0,EU1,EUROPE,C
3904,271,21,0,EU1,EUROPE,C
3905,272,3,1,AF1,AFRICA,C
3906,272,3,1,AF1,AFRICA,C
3907,272,3,1,AF1,AFRICA,C
3908,272,3,1,AF1,AFRICA,C
3909,272,3,1,AF1,AFRICA,C
3910,272,3,1,AF1,AFRICA,C
3911,272,3,0,AF1,AFRICA,C
3912,272,6,0,AF1,AFRICA,C
3913,272,21,0,AF1,AFRICA,C
3914,272,21,0,AF1,AFRICA,C
3915,272,21,0,AF1,AFRICA,C
3916,272,21,0,AF1,AFRICA,C
3917,272,21,0,AF1,AFRICA,C
3918,272,21,0,AF1,AFRICA,C
3919,273,3,1,AF1,AFRICA,C
3920,273,3,1,AF1,AFRICA,C
3921,273,3,1,AF1,AFRICA,C
3922,273,3,1,AF1,AFRICA,C
3923,273,3,1,AF1,AFRICA,C
3924,273,3,1,AF1,AFRICA,C
3925,273,3,1,AF1,AFRICA,C
3926,273,6,1,AF1,AFRICA,C
3927,273,6,1,AF1,AFRICA,C
3928,273,6,1,AF1,AFRICA,C
3929,273,12,1,AF1,AFRICA,C
3930,273,12,0,AF1,AFRICA,C
3931,273,21,0,AF1,AFRICA,C
3932,273,21,0,AF1,AFRICA,C
3933,274,3,1,EU1,EUROPE,T
3934,274,3,1,EU1,EUROPE,T
3935,274,3,1,EU1,EUROPE,T
3936,274,3,1,EU1,EUROPE,T
3937,274,3,1,EU1,EUROPE,T
3938,274,3,1,EU1,EUROPE,T
3939,274,6,1,EU1,EUROPE,T
3940,274,21,0,EU1,EUROPE,T
3941,274,21,0,EU1,EUROPE,T
3942,274,21,0,EU1,EUROPE,T
3943,274,21,0,EU1,EUROPE,T
3944,274,21,0,EU1,EUROPE,T
3945,274,21,0,EU1,EUROPE,T
3946,275,3,1,AM1,AMERICA,T
3947,275,12,1,AM1,AMERICA,T
3948,275,12,1,AM1,AMERICA,T
3949,275,12,0,AM1,AMERICA,T
3950,275,15,1,AM1,AMERICA,T
3951,275,15,1,AM1,AMERICA,T
3952,275,15,1,AM1,AMERICA,T
3953,275,21,1,AM1,AMERICA,T
3954,275,21,0,AM1,AMERICA,T
3955,275,21,0,AM1,AMERICA,T
3956,275,21,0,AM1,AMERICA,T
3957,275,21,0,AM1,AMERICA,T
3958,276,3,1,AF2,AFRICA,T
3959,276,3,1,AF2,AFRICA,T
3960,276,6,1,AF2,AFRICA,T
3961,276,6,1,AF2,AFRICA,T
3962,276,9,1,AF2,AFRICA,T
3963,276,15,1,AF2,AFRICA,T
3964,276,15,1,AF2,AFRICA,T
3965,276,15,1,AF2,AFRICA,T
3966,276,18,1,AF2,AFRICA,T
3967,276,21,1,AF2,AFRICA,T
3968,276,21,1,AF2,AFRICA,T
3969,276,21,0,AF2,AFRICA,T
3970,276,21,0,AF2,AFRICA,T
3971,276,21,0,AF2,AFRICA,T
3972,276,21,0,AF2,AFRICA,T
3973,277,3,1,EU2,EUROPE,T
3974,277,3,1,EU2,EUROPE,T
3975,277,9,1,EU2,EUROPE,T
3976,277,12,1,EU2,EUROPE,T
3977,277,12,1,EU2,EUROPE,T
3978,277,15,1,EU2,EUROPE,T
3979,277,15,1,EU2,EUROPE,T
3980,277,15,1,EU2,EUROPE,T
3981,277,18,1,EU2,EUROPE,T
3982,277,21,1,EU2,EUROPE,T
3983,277,21,1,EU2,EUROPE,T
3984,277,21,1,EU2,EUROPE,T
3985,277,21,1,EU2,EUROPE,T
3986,277,21,0,EU2,EUROPE,T
3987,277,21,0,EU2,EUROPE,T
3988,278,3,1,AM1,AMERICA,C
3989,278,3,1,AM1,AMERICA,C
3990,278,3,1,AM1,AMERICA,C
3991,278,3,1,AM1,AMERICA,C
3992,278,6,1,AM1,AMERICA,C
3993,278,21,0,AM1,AMERICA,C
3994,278,21,0,AM1,AMERICA,C
3995,278,21,0,AM1,AMERICA,C
3996,278,21,0,AM1,AMERICA,C
3997,278,21,0,AM1,AMERICA,C
3998,278,21,0,AM1,AMERICA,C
3999,278,21,0,AM1,AMERICA,C
4000,278,21,0,AM1,AMERICA,C
4001,278,21,0,AM1,AMERICA,C
4002,278,21,0,AM1,AMERICA,C
4003,279,3,1,EU1,EUROPE,T
4004,279,3,1,EU1,EUROPE,T
4005,279,6,1,EU1,EUROPE,T
4006,279,9,1,EU1,EUROPE,T
4007,279,12,1,EU1,EUROPE,T
4008,279,12,1,EU1,EUROPE,T
4009,279,12,0,EU1,EUROPE,T
4010,279,15,1,EU1,EUROPE,T
4011,279,18,1,EU1,EUROPE,T
4012,279,18,1,EU1,EUROPE,T
4013,279,21,1,EU1,EUROPE,T
4014,279,21,0,EU1,EUROPE,T
4015,279,21,0,EU1,EUROPE,T
4016,279,21,0,EU1,EUROPE,T
4017,279,21,0,EU1,EUROPE,T
4018,280,3,1,AS2,ASIA,C
4019,280,3,1,AS2,ASIA,C
4020,280,3,1,AS2,ASIA,C
4021,280,3,1,AS2,ASIA,C
4022,280,3,1,AS2,ASIA,C
4023,280,18,1,AS2,ASIA,C
4024,280,21,0,AS2,ASIA,C
4025,280,21,0,AS2,ASIA,C
4026,280,21,0,AS2,ASIA,C
4027,280,21,0,AS2,ASIA,C
4028,280,21,0,AS2,ASIA,C
4029,280,21,0,AS2,ASIA,C
4030,280,21,0,AS2,ASIA,C
4031,280,21,0,AS2,ASIA,C
