FLY,VIAL,TIME,CENSUS,POPULATION,CONTINENT,TREATMENT
708,50,21,0,EU2,EUROPE,C
709,50,21,0,EU2,EUROPE,C
710,50,21,0,EU2,EUROPE,C
711,51,3,1,AF1,AFRICA,C
712,51,3,1,AF1,AFRICA,C
713,51,3,1,AF1,AFRICA,C
714,51,3,1,AF1,AFRICA,C
715,51,3,1,AF1,AFRICA,C
716,51,9,1,AF1,AFRICA,C
717,51,21,0,AF1,AFRICA,C
718,51,21,0,AF1,AFRICA,C
719,51,21,0,AF1,AFRICA,C
720,51,21,0,AF1,AFRICA,C
721,51,21,0,AF1,AFRICA,C
722,51,21,0,AF1,AFRICA,C
723,51,21,0,AF1,AFRICA,C
724,51,21,0,AF1,AFRICA,C
725,51,21,0,AF1,AFRICA,C
726,52,3,1,AS2,ASIA,C
727,52,3,1,AS2,ASIA,C
728,52,3,1,AS2,ASIA,C
729,52,3,1,AS2,ASIA,C
730,52,3,1,AS2,ASIA,C
731,52,3,1,AS2,ASIA,C
732,52,6,0,AS2,ASIA,C
733,52,9,1,AS2,ASIA,C
734,52,9,1,AS2,ASIA,C
735,52,21,0,AS2,ASIA,C
736,52,21,0,AS2,ASIA,C
737,52,21,0,AS2,ASIA,C
738,52,21,0,AS2,ASIA,C
739,52,21,0,AS2,ASIA,C
740,52,21,0,AS2,ASIA,C
741,53,3,1,AF2,AFRICA,C
742,53,3,1,AF2,AFRICA,C
743,53,3,1,AF2,AFRICA,C
744,53,3,1,AF2,AFRICA,C
745,53,3,1,AF2,AFRICA,C
746,53,3,1,AF2,AFRICA,C
747,53,6,1,AF2,AFRICA,C
748,53,15,1,AF2,AFRICA,C
749,53,21,0,AF2,AFRICA,C
750,53,21,0,AF2,AFRICA,C
751,53,21,0,AF2,AFRICA,C
752,53,21,0,AF2,AFRICA,C
753,53,21,0,AF2,AFRICA,C
754,53,21,0,AF2,AFRICA,C
755,53,21,0,AF2,AFRICA,C
756,54,3,1,AF2,AFRICA,T
757,54,3,0,AF2,AFRICA,T
758,54,6,1,AF2,AFRICA,T
759,54,9,1,AF2,AFRICA,T
760,54,12,1,AF2,AFRICA,T
761,54,12,1,AF2,AFRICA,T
762,54,15,1,AF2,AFRICA,T
763,54,15,1,AF2,AFRICA,T
764,54,18,1,AF2,AFRICA,T
765,54,18,1,AF2,AFRICA,T
766,54,21,1,AF2,AFRICA,T
767,54,21,1,AF2,AFRICA,T
768,54,21,1,AF2,AFRICA,T
769,55,3,1,AM1,AMERICA,C
770,55,6,0,AM1,AMERICA,C
771,55,15,0,AM1,AMERICA,C
772,55,18,1,AM1,AMERICA,C
773,55,21,0,AM1,AMERICA,C
774,55,21,0,AM1,AMERICA,C
775,55,21,0,AM1,AMERICA,C
776,55,21,0,AM1,AMERICA,C
777,55,21,0,AM1,AMERICA,C
778,55,21,0,AM1,AMERICA,C
779,55,21,0,AM1,AMERICA,C
780,55,21,0,AM1,AMERICA,C
781,55,21,0,AM1,AMERICA,C
782,55,21,0,AM1,AMERICA,C
783,56,3,1,AF2,AFRICA,C
784,56,3,1,AF2,AFRICA,C
785,56,3,1,AF2,AFRICA,C
786,56,3,1,AF2,AFRICA,C
787,56,3,1,AF2,AFRICA,C
788,56,3,1,AF2,AFRICA,C
789,56,3,1,AF2,AFRICA,C
790,56,3,1,AF2,AFRICA,C
791,56,3,1,AF2,AFRICA,C
792,56,21,0,AF2,AFRICA,C
793,56,21,0,AF2,AFRICA,C
794,56,21,0,AF2,AFRICA,C
795,56,21,0,AF2,AFRICA,C
796,56,21,0,AF2,AFRICA,C
797,56,21,0,AF2,AFRICA,C
798,57,3,1,AM2,AMERICA,C
799,57,3,0,AM2,AMERICA,C
800,57,12,1,AM2,AMERICA,C
801,57,21,0,AM2,AMERICA,C
802,57,21,0,AM2,AMERICA,C
803,57,21,0,AM2,AMERICA,C
804,57,21,0,AM2,AMERICA,C
805,57,21,0,AM2,AMERICA,C
806,57,21,0,AM2,AMERICA,C
807,57,21,0,AM2,AMERICA,C
808,57,21,0,AM2,AMERICA,C
809,57,21,0,AM2,AMERICA,C
810,57,21,0,AM2,AMERICA,C
811,57,21,0,AM2,AMERICA,C
812,57,21,0,AM2,AMERICA,C
813,58,3,1,AF2,AFRICA,T
814,58,3,1,AF2,AFRICA,T
815,58,3,1,AF2,AFRICA,T
816,58,3,1,AF2,AFRICA,T
817,58,9,1,AF2,AFRICA,T
818,58,9,1,AF2,AFRICA,T
819,58,9,0,AF2,AFRICA,T
820,58,12,1,AF2,AFRICA,T
821,58,15,1,AF2,AFRICA,T
822,58,18,1,AF2,AFRICA,T
823,58,21,1,AF2,AFRICA,T
824,58,21,1,AF2,AFRICA,T
825,58,21,0,AF2,AFRICA,T
826,58,21,0,AF2,AFRICA,T
827,58,21,0,AF2,AFRICA,T
828,59,12,0,AM1,AMERICA,T
829,59,15,1,AM1,AMERICA,T
830,59,15,1,AM1,AMERICA,T
831,59,18,1,AM1,AMERICA,T
832,59,21,1,AM1,AMERICA,T
833,59,21,1,AM1,AMERICA,T
834,59,21,1,AM1,AMERICA,T
835,59,21,0,AM1,AMERICA,T
836,59,21,0,AM1,AMERICA,T
837,59,21,0,AM1,AMERICA,T
838,59,21,0,AM1,AMERICA,T
839,59,21,0,AM1,AMERICA,T
840,59,21,0,AM1,AMERICA,T
841,60,3,1,AS1,ASIA,T
842,60,3,1,AS1,ASIA,T
843,60,3,1,AS1,ASIA,T
844,60,3,1,AS1,ASIA,T
845,60,3,1,AS1,ASIA,T
846,60,3,1,AS1,ASIA,T
847,60,3,1,AS1,ASIA,T
848,60,3,1,AS1,ASIA,T
849,60,9,1,AS1,ASIA,T
850,60,15,1,AS1,ASIA,T
851,60,21,0,AS1,ASIA,T
852,60,21,0,AS1,ASIA,T
853,60,21,0,AS1,ASIA,T
854,60,21,0,AS1,ASIA,T
855,60,21,0,AS1,ASIA,T
856,61,3,1,EU2,EUROPE,C
857,61,6,0,EU2,EUROPE,C
858,61,9,1,EU2,EUROPE,C
859,61,9,1,EU2,EUROPE,C
860,61,12,1,EU2,EUROPE,C
861,61,15,1,EU2,EUROPE,C
862,61,21,0,EU2,EUROPE,C
863,61,21,0,EU2,EUROPE,C
864,61,21,0,EU2,EUROPE,C
865,61,21,0,EU2,EUROPE,C
866,61,21,0,EU2,EUROPE,C
867,61,21,0,EU2,EUROPE,C
868,61,21,0,EU2,EUROPE,C
869,61,21,0,EU2,EUROPE,C
870,61,21,0,EU2,EUROPE,C
871,62,3,1,AF1,AFRICA,T
872,62,3,1,AF1,AFRICA,T
873,62,3,1,AF1,AFRICA,T
874,62,3,1,AF1,AFRICA,T
875,62,3,1,AF1,AFRICA,T
876,62,3,1,AF1,AFRICA,T
877,62,3,1,AF1,AFRICA,T
878,62,6,1,AF1,AFRICA,T
879,62,9,1,AF1,AFRICA,T
880,62,12,1,AF1,AFRICA,T
881,62,21,1,AF1,AFRICA,T
882,62,21,0,AF1,AFRICA,T
883,62,21,0,AF1,AFRICA,T
884,63,3,1,AF1,AFRICA,T
885,63,3,1,AF1,AFRICA,T
886,63,3,1,AF1,AFRICA,T
887,63,3,1,AF1,AFRICA,T
888,63,3,1,AF1,AFRICA,T
889,63,3,1,AF1,AFRICA,T
890,63,3,1,AF1,AFRICA,T
891,63,15,1,AF1,AFRICA,T
892,63,15,1,AF1,AFRICA,T
893,63,15,1,AF1,AFRICA,T
894,63,18,1,AF1,AFRICA,T
895,63,21,0,AF1,AFRICA,T
896,63,21,0,AF1,AFRICA,T
897,63,21,0,AF1,AFRICA,T
898,63,21,0,AF1,AFRICA,T
899,64,3,1,AF2,AFRICA,T
900,64,3,1,AF2,AFRICA,T
901,64,6,1,AF2,AFRICA,T
902,64,6,1,AF2,AFRICA,T
903,64,9,1,AF2,AFRICA,T
904,64,12,1,AF2,AFRICA,T
905,64,12,1,AF2,AFRICA,T
906,64,15,1,AF2,AFRICA,T
907,64,15,1,AF2,AFRICA,T
908,64,15,1,AF2,AFRICA,T
909,64,21,0,AF2,AFRICA,T
910,64,21,0,AF2,AFRICA,T
911,64,21,0,AF2,AFRICA,T
912,64,21,0,AF2,AFRICA,T
913,64,21,0,AF2,AFRICA,T
914,65,3,1,AS2,ASIA,T
915,65,21,1,AS2,ASIA,T
916,65,21,1,AS2,ASIA,T
917,65,21,0,AS2,ASIA,T
918,65,21,0,AS2,ASIA,T
919,65,21,0,AS2,ASIA,T
920,65,21,0,AS2,ASIA,T
921,65,21,0,AS2,ASIA,T
922,65,21,0,AS2,ASIA,T
923,65,21,0,AS2,ASIA,T
924,65,21,0,AS2,ASIA,T
925,65,21,0,AS2,ASIA,T
926,65,21,0,AS2,ASIA,T
927,65,21,0,AS2,ASIA,T
928,65,21,0,AS2,ASIA,T
929,66,3,1,AM1,AMERICA,T
930,66,3,1,AM1,AMERICA,T
931,66,15,1,AM1,AMERICA,T
932,66,15,1,AM1,AMERICA,T
933,66,18,1,AM1,AMERICA,T
934,66,18,1,AM1,AMERICA,T
935,66,21,1,AM1,AMERICA,T
936,66,21,1,AM1,AMERICA,T
937,66,21,0,AM1,AMERICA,T
938,66,21,0,AM1,AMERICA,T
939,66,21,0,AM1,AMERICA,T
940,66,21,0,AM1,AMERICA,T
941,66,21,0,AM1,AMERICA,T
942,66,21,0,AM1,AMERICA,T
943,66,21,0,AM1,AMERICA,T
944,67,3,1,AM2,AMERICA,C
945,67,3,1,AM2,AMERICA,C
946,67,3,1,AM2,AMERICA,C
947,67,3,1,AM2,AMERICA,C
948,67,9,0,AM2,AMERICA,C
949,67,21,1,AM2,AMERICA,C
950,67,21,0,AM2,AMERICA,C
951,67,21,0,AM2,AMERICA,C
952,67,21,0,AM2,AMERICA,C
953,67,21,0,AM2,AMERICA,C
954,67,21,0,AM2,AMERICA,C
955,67,21,0,AM2,AMERICA,C
956,67,21,0,AM2,AMERICA,C
957,68,3,1,AS2,ASIA,C
958,68,3,1,AS2,ASIA,C
959,68,9,1,AS2,ASIA,C
960,68,9,1,AS2,ASIA,C
961,68,12,1,AS2,ASIA,C
962,68,12,1,AS2,ASIA,C
963,68,12,1,AS2,ASIA,C
964,68,15,1,AS2,ASIA,C
965,68,15,0,AS2,ASIA,C
966,68,21,1,AS2,ASIA,C
967,68,21,0,AS2,ASIA,C
968,68,21,0,AS2,ASIA,C
969,68,21,0,AS2,ASIA,C
970,68,21,0,AS2,ASIA,C
971,69,3,1,EU1,EUROPE,C
972,69,3,1,EU1,EUROPE,C
973,69,3,1,EU1,EUROPE,C
974,69,3,1,EU1,EUROPE,C
975,69,3,1,EU1,EUROPE,C
976,69,3,1,EU1,EUROPE,C
977,69,3,1,EU1,EUROPE,C
978,69,3,1,EU1,EUROPE,C
979,69,21,0,EU1,EUROPE,C
980,69,21,0,EU1,EUROPE,C
981,69,21,0,EU1,EUROPE,C
982,69,21,0,EU1,EUROPE,C
983,69,21,0,EU1,EUROPE,C
984,69,21,0,EU1,EUROPE,C
985,69,21,0,EU1,EUROPE,C
986,70,3,1,EU1,EUROPE,C
987,70,3,1,EU1,EUROPE,C
988,70,3,1,EU1,EUROPE,C
989,70,3,1,EU1,EUROPE,C
990,70,3,1,EU1,EUROPE,C
991,70,21,0,EU1,EUROPE,C
992,70,21,0,EU1,EUROPE,C
993,70,21,0,EU1,EUROPE,C
994,70,21,0,EU1,EUROPE,C
995,70,21,0,EU1,EUROPE,C
996,70,21,0,EU1,EUROPE,C
997,70,21,0,EU1,EUROPE,C
998,70,21,0,EU1,EUROPE,C
999,70,21,0,EU1,EUROPE,C
1000,70,21,0,EU1,EUROPE,C
1001,71,3,1,AS2,ASIA,T
1002,71,3,1,AS2,ASIA,T
1003,71,3,1,AS2,ASIA,T
1004,71,3,1,AS2,ASIA,T
1005,71,3,1,AS2,ASIA,T
1006,71,6,1,AS2,ASIA,T
1007,71,9,1,AS2,ASIA,T
1008,71,12,1,AS2,ASIA,T
1009,71,12,1,AS2,ASIA,T
1010,71,15,1,AS2,ASIA,T
1011,71,15,1,AS2,ASIA,T
1012,71,21,0,AS2,ASIA,T
1013,71,21,0,AS2,ASIA,T
1014,71,21,0,AS2,ASIA,T
1015,71,21,0,AS2,ASIA,T
1016,72,6,1,EU2,EUROPE,T
1017,72,6,1,EU2,EUROPE,T
1018,72,6,1,EU2,EUROPE,T
1019,72,9,1,EU2,EUROPE,T
1020,72,9,1,EU2,EUROPE,T
1021,72,9,1,EU2,EUROPE,T
1022,72,9,1,EU2,EUROPE,T
1023,72,12,1,EU2,EUROPE,T
1024,72,12,1,EU2,EUROPE,T
1025,72,12,1,EU2,EUROPE,T
1026,72,15,1,EU2,EUROPE,T
1027,72,15,1,EU2,EUROPE,T
1028,72,15,1,EU2,EUROPE,T
1029,72,18,1,EU2,EUROPE,T
1030,72,18,1,EU2,EUROPE,T
1031,73,3,1,EU2,EUROPE,C
1032,73,3,1,EU2,EUROPE,C
1033,73,6,1,EU2,EUROPE,C
1034,73,15,1,EU2,EUROPE,C
1035,73,15,1,EU2,EUROPE,C
1036,73,18,1,EU2,EUROPE,C
1037,73,21,1,EU2,EUROPE,C
1038,73,21,0,EU2,EUROPE,C
1039,73,21,0,EU2,EUROPE,C
1040,73,21,0,EU2,EUROPE,C
1041,73,21,0,EU2,EUROPE,C
1042,73,21,0,EU2,EUROPE,C
1043,73,21,0,EU2,EUROPE,C
1044,73,21,0,EU2,EUROPE,C
1045,73,21,0,EU2,EUROPE,C
1046,74,3,1,AS1,ASIA,T
1047,74,3,1,AS1,ASIA,T
1048,74,3,1,AS1,ASIA,T
1049,74,3,1,AS1,ASIA,T
1050,74,3,1,AS1,ASIA,T
1051,74,3,1,AS1,ASIA,T
1052,74,3,1,AS1,ASIA,T
1053,74,12,1,AS1,ASIA,T
1054,74,15,1,AS1,ASIA,T
1055,74,15,1,AS1,ASIA,T
1056,74,15,1,AS1,ASIA,T
1057,74,18,1,AS1,ASIA,T
1058,74,21,0,AS1,ASIA,T
1059,74,21,0,AS1,ASIA,T
1060,74,21,0,AS1,ASIA,T
1061,75,3,1,AF2,AFRICA,C
1062,75,3,1,AF2,AFRICA,C
1063,75,3,1,AF2,AFRICA,C
1064,75,3,1,AF2,AFRICA,C
1065,75,3,1,AF2,AFRICA,C
1066,75,6,0,AF2,AFRICA,C
1067,75,9,1,AF2,AFRICA,C
1068,75,9,1,AF2,AFRICA,C
1069,75,15,1,AF2,AFRICA,C
1070,75,15,1,AF2,AFRICA,C
1071,75,18,1,AF2,AFRICA,C
1072,75,21,0,AF2,AFRICA,C
1073,75,21,0,AF2,AFRICA,C
1074,75,21,0,AF2,AFRICA,C
1075,75,21,0,AF2,AFRICA,C
1076,76,3,1,AF1,AFRICA,C
1077,76,3,1,AF1,AFRICA,C
1078,76,3,1,AF1,AFRICA,C
1079,76,3,1,AF1,AFRICA,C
1080,76,15,1,AF1,AFRICA,C
1081,76,15,1,AF1,AFRICA,C
1082,76,21,0,AF1,AFRICA,C
1083,76,21,0,AF1,AFRICA,C
1084,76,21,0,AF1,AFRICA,C
1085,76,21,0,AF1,AFRICA,C
1086,76,21,0,AF1,AFRICA,C
1087,76,21,0,AF1,AFRICA,C
1088,76,21,0,AF1,AFRICA,C
1089,77,3,1,AF2,AFRICA,C
1090,77,3,1,AF2,AFRICA,C
1091,77,3,1,AF2,AFRICA,C
1092,77,3,1,AF2,AFRICA,C
1093,77,3,1,AF2,AFRICA,C
1094,77,3,1,AF2,AFRICA,C
1095,77,3,1,AF2,AFRICA,C
1096,77,12,1,AF2,AFRICA,C
1097,77,18,1,AF2,AFRICA,C
1098,77,21,0,AF2,AFRICA,C
1099,77,21,0,AF2,AFRICA,C
1100,77,21,0,AF2,AFRICA,C
1101,77,21,0,AF2,AFRICA,C
1102,77,21,0,AF2,AFRICA,C
1103,77,21,0,AF2,AFRICA,C
1104,78,3,1,AM2,AMERICA,T
1105,78,3,1,AM2,AMERICA,T
1106,78,3,1,AM2,AMERICA,T
1107,78,3,1,AM2,AMERICA,T
1108,78,6,1,AM2,AMERICA,T
1109,78,6,0,AM2,AMERICA,T
1110,78,9,1,AM2,AMERICA,T
1111,78,15,1,AM2,AMERICA,T
1112,78,15,1,AM2,AMERICA,T
1113,78,15,1,AM2,AMERICA,T
1114,78,15,1,AM2,AMERICA,T
1115,78,15,1,AM2,AMERICA,T
1116,78,21,0,AM2,AMERICA,T
1117,78,21,0,AM2,AMERICA,T
1118,78,21,0,AM2,AMERICA,T
1119,79,3,1,AS2,ASIA,T
1120,79,9,1,AS2,ASIA,T
1121,79,12,1,AS2,ASIA,T
1122,79,15,1,AS2,ASIA,T
1123,79,15,1,AS2,ASIA,T
1124,79,21,1,AS2,ASIA,T
1125,79,21,0,AS2,ASIA,T
1126,79,21,0,AS2,ASIA,T
1127,79,21,0,AS2,ASIA,T
1128,79,21,0,AS2,ASIA,T
1129,79,21,0,AS2,ASIA,T
1130,79,21,0,AS2,ASIA,T
1131,79,21,0,AS2,ASIA,T
1132,80,3,1,AS2,ASIA,C
1133,80,3,1,AS2,ASIA,C
1134,80,3,1,AS2,ASIA,C
1135,80,6,1,AS2,ASIA,C
1136,80,9,1,AS2,ASIA,C
1137,80,9,1,AS2,ASIA,C
1138,80,21,0,AS2,ASIA,C
1139,80,21,0,AS2,ASIA,C
1140,80,21,0,AS2,ASIA,C
1141,80,21,0,AS2,ASIA,C
1142,80,21,0,AS2,ASIA,C
1143,80,21,0,AS2,ASIA,C
1144,80,21,0,AS2,ASIA,C
1145,80,21,0,AS2,ASIA,C
1146,80,21,0,AS2,ASIA,C
1147,81,3,1,AM1,AMERICA,T
1148,81,15,1,AM1,AMERICA,T
1149,81,15,1,AM1,AMERICA,T
1150,81,15,1,AM1,AMERICA,T
1151,81,18,1,AM1,AMERICA,T
1152,81,18,1,AM1,AMERICA,T
1153,81,18,1,AM1,AMERICA,T
1154,81,21,0,AM1,AMERICA,T
1155,81,21,0,AM1,AMERICA,T
1156,81,21,0,AM1,AMERICA,T
1157,81,21,0,AM1,AMERICA,T
1158,81,21,0,AM1,AMERICA,T
1159,81,21,0,AM1,AMERICA,T
1160,81,21,0,AM1,AMERICA,T
1161,82,3,1,AM2,AMERICA,T
1162,82,6,1,AM2,AMERICA,T
1163,82,6,0,AM2,AMERICA,T
1164,82,15,1,AM2,AMERICA,T
1165,82,15,1,AM2,AMERICA,T
1166,82,15,1,AM2,AMERICA,T
1167,82,15,1,AM2,AMERICA,T
1168,82,18,1,AM2,AMERICA,T
1169,82,18,1,AM2,AMERICA,T
1170,82,21,0,AM2,AMERICA,T
1171,82,21,0,AM2,AMERICA,T
1172,82,21,0,AM2,AMERICA,T
1173,82,21,0,AM2,AMERICA,T
1174,82,21,0,AM2,AMERICA,T
1175,82,21,0,AM2,AMERICA,T
1176,83,3,1,AF2,AFRICA,T
1177,83,3,1,AF2,AFRICA,T
1178,83,3,1,AF2,AFRICA,T
1179,83,3,1,AF2,AFRICA,T
1180,83,3,1,AF2,AFRICA,T
1181,83,6,0,AF2,AFRICA,T
1182,83,9,1,AF2,AFRICA,T
1183,83,12,0,AF2,AFRICA,T
1184,83,21,1,AF2,AFRICA,T
1185,83,21,0,AF2,AFRICA,T
1186,83,21,0,AF2,AFRICA,T
1187,83,21,0,AF2,AFRICA,T
1188,83,21,0,AF2,AFRICA,T
1189,83,21,0,AF2,AFRICA,T
1190,84,3,1,EU2,EUROPE,T
1191,84,3,1,EU2,EUROPE,T
1192,84,6,0,EU2,EUROPE,T
1193,84,12,1,EU2,EUROPE,T
1194,84,12,1,EU2,EUROPE,T
1195,84,12,1,EU2,EUROPE,T
1196,84,18,1,EU2,EUROPE,T
1197,84,21,1,EU2,EUROPE,T
1198,84,21,1,EU2,EUROPE,T
1199,84,21,0,EU2,EUROPE,T
1200,84,21,0,EU2,EUROPE,T
1201,84,21,0,EU2,EUROPE,T
1202,84,21,0,EU2,EUROPE,T
1203,84,21,0,EU2,EUROPE,T
1204,84,21,0,EU2,EUROPE,T
1205,85,3,1,AM2,AMERICA,T
1206,85,3,1,AM2,AMERICA,T
1207,85,18,1,AM2,AMERICA,T
1208,85,21,1,AM2,AMERICA,T
1209,85,21,1,AM2,AMERICA,T
1210,85,21,1,AM2,AMERICA,T
1211,85,21,0,AM2,AMERICA,T
1212,85,21,0,AM2,AMERICA,T
1213,85,21,0,AM2,AMERICA,T
1214,85,21,0,AM2,AMERICA,T
1215,85,21,0,AM2,AMERICA,T
1216,85,21,0,AM2,AMERICA,T
1217,85,21,0,AM2,AMERICA,T
1218,85,21,0,AM2,AMERICA,T
1219,86,3,1,EU2,EUROPE,T
1220,86,3,1,EU2,EUROPE,T
1221,86,6,1,EU2,EUROPE,T
1222,86,9,0,EU2,EUROPE,T
1223,86,12,1,EU2,EUROPE,T
1224,86,12,0,EU2,EUROPE,T
1225,86,15,1,EU2,EUROPE,T
1226,86,21,0,EU2,EUROPE,T
1227,86,21,0,EU2,EUROPE,T
1228,86,21,0,EU2,EUROPE,T
1229,86,21,0,EU2,EUROPE,T
1230,86,21,0,EU2,EUROPE,T
1231,86,21,0,EU2,EUROPE,T
1232,86,21,0,EU2,EUROPE,T
1233,86,21,0,EU2,EUROPE,T
1234,87,3,1,AS2,ASIA,T
1235,87,3,1,AS2,ASIA,T
1236,87,6,1,AS2,ASIA,T
1237,87,12,1,AS2,ASIA,T
1238,87,15,1,AS2,ASIA,T
1239,87,15,1,AS2,ASIA,T
1240,87,15,1,AS2,ASIA,T
1241,87,21,1,AS2,ASIA,T
1242,87,21,1,AS2,ASIA,T
1243,87,21,1,AS2,ASIA,T
1244,87,21,0,AS2,ASIA,T
1245,87,21,0,AS2,ASIA,T
1246,87,21,0,AS2,ASIA,T
1247,87,21,0,AS2,ASIA,T
1248,87,21,0,AS2,ASIA,T
1249,88,3,0,AM1,AMERICA,T
1250,88,3,0,AM1,AMERICA,T
1251,88,3,0,AM1,AMERICA,T
1252,88,3,0,AM1,AMERICA,T
1253,88,3,0,AM1,AMERICA,T
1254,88,3,0,AM1,AMERICA,T
1255,88,3,0,AM1,AMERICA,T
1256,88,3,0,AM1,AMERICA,T
1257,88,3,0,AM1,AMERICA,T
1258,88,3,0,AM1,AMERICA,T
1259,88,3,0,AM1,AMERICA,T
1260,88,3,0,AM1,AMERICA,T
1261,88,3,0,AM1,AMERICA,T
1262,88,3,0,AM1,AMERICA,T
1263,88,3,0,AM1,AMERICA,T
1264,89,3,1,AF1,AFRICA,T
1265,89,3,1,AF1,AFRICA,T
1266,89,3,1,AF1,AFRICA,T
1267,89,3,1,AF1,AFRICA,T
1268,89,15,1,AF1,AFRICA,T
1269,89,21,0,AF1,AFRICA,T
1270,89,21,0,AF1,AFRICA,T
1271,89,21,0,AF1,AFRICA,T
1272,89,21,0,AF1,AFRICA,T
1273,89,21,0,AF1,AFRICA,T
1274,89,21,0,AF1,AFRICA,T
1275,89,21,0,AF1,AFRICA,T
1276,89,21,0,AF1,AFRICA,T
1277,89,21,0,AF1,AFRICA,T
1278,89,21,0,AF1,AFRICA,T
1279,90,3,0,EU1,EUROPE,T
1280,90,6,1,EU1,EUROPE,T
1281,90,6,1,EU1,EUROPE,T
1282,90,18,1,EU1,EUROPE,T
1283,90,18,1,EU1,EUROPE,T
1284,90,18,1,EU1,EUROPE,T
1285,90,21,1,EU1,EUROPE,T
1286,90,21,1,EU1,EUROPE,T
1287,90,21,1,EU1,EUROPE,T
1288,90,21,0,EU1,EUROPE,T
1289,90,21,0,EU1,EUROPE,T
1290,90,21,0,EU1,EUROPE,T
1291,90,21,0,EU1,EUROPE,T
1292,90,21,0,EU1,EUROPE,T
1293,90,21,0,EU1,EUROPE,T
1294,91,6,0,AM2,AMERICA,T
1295,91,21,1,AM2,AMERICA,T
1296,91,21,1,AM2,AMERICA,T
1297,91,21,1,AM2,AMERICA,T
1298,91,21,0,AM2,AMERICA,T
1299,91,21,0,AM2,AMERICA,T
1300,91,21,0,AM2,AMERICA,T
1301,91,21,0,AM2,AMERICA,T
1302,91,21,0,AM2,AMERICA,T
1303,91,21,0,AM2,AMERICA,T
1304,91,21,0,AM2,AMERICA,T
1305,91,21,0,AM2,AMERICA,T
1306,91,21,0,AM2,AMERICA,T
1307,91,21,0,AM2,AMERICA,T
1308,92,3,1,AF2,AFRICA,T
1309,92,3,1,AF2,AFRICA,T
1310,92,6,1,AF2,AFRICA,T
1311,92,12,1,AF2,AFRICA,T
1312,92,12,1,AF2,AFRICA,T
1313,92,12,1,AF2,AFRICA,T
1314,92,12,1,AF2,AFRICA,T
1315,92,15,1,AF2,AFRICA,T
1316,92,15,1,AF2,AFRICA,T
1317,92,15,1,AF2,AFRICA,T
1318,92,15,1,AF2,AFRICA,T
1319,92,21,1,AF2,AFRICA,T
1320,92,21,0,AF2,AFRICA,T
1321,92,21,0,AF2,AFRICA,T
1322,92,21,0,AF2,AFRICA,T
1323,93,3,1,AM2,AMERICA,T
1324,93,15,0,AM2,AMERICA,T
1325,93,15,0,AM2,AMERICA,T
1326,93,18,1,AM2,AMERICA,T
1327,93,18,1,AM2,AMERICA,T
1328,93,21,1,AM2,AMERICA,T
1329,93,21,1,AM2,AMERICA,T
1330,93,21,0,AM2,AMERICA,T
1331,93,21,0,AM2,AMERICA,T
1332,93,21,0,AM2,AMERICA,T
1333,93,21,0,AM2,AMERICA,T
1334,93,21,0,AM2,AMERICA,T
1335,93,21,0,AM2,AMERICA,T
1336,93,21,0,AM2,AMERICA,T
1337,93,21,0,AM2,AMERICA,T
1338,94,3,1,EU1,EUROPE,C
1339,94,3,1,EU1,EUROPE,C
1340,94,18,1,EU1,EUROPE,C
1341,94,18,1,EU1,EUROPE,C
1342,94,21,0,EU1,EUROPE,C
1343,94,21,0,EU1,EUROPE,C
1344,94,21,0,EU1,EUROPE,C
1345,94,21,0,EU1,EUROPE,C
1346,94,21,0,EU1,EUROPE,C
1347,94,21,0,EU1,EUROPE,C
1348,94,21,0,EU1,EUROPE,C
1349,94,21,0,EU1,EUROPE,C
1350,94,21,0,EU1,EUROPE,C
1351,94,21,0,EU1,EUROPE,C
1352,95,3,1,AS1,ASIA,T
1353,95,3,1,AS1,ASIA,T
1354,95,3,1,AS1,ASIA,T
1355,95,3,1,AS1,ASIA,T
1356,95,3,1,AS1,ASIA,T
1357,95,3,1,AS1,ASIA,T
1358,95,3,1,AS1,ASIA,T
1359,95,3,1,AS1,ASIA,T
1360,95,3,1,AS1,ASIA,T
1361,95,3,1,AS1,ASIA,T
1362,95,9,1,AS1,ASIA,T
1363,95,9,1,AS1,ASIA,T
1364,95,15,1,AS1,ASIA,T
1365,95,21,0,AS1,ASIA,T
1366,96,6,0,AM2,AMERICA,T
1367,96,12,1,AM2,AMERICA,T
1368,96,12,1,AM2,AMERICA,T
1369,96,15,1,AM2,AMERICA,T
1370,96,21,1,AM2,AMERICA,T
1371,96,21,0,AM2,AMERICA,T
1372,96,21,0,AM2,AMERICA,T
1373,96,21,0,AM2,AMERICA,T
1374,96,21,0,AM2,AMERICA,T
1375,96,21,0,AM2,AMERICA,T
1376,96,21,0,AM2,AMERICA,T
1377,96,21,0,AM2,AMERICA,T
1378,96,21,0,AM2,AMERICA,T
1379,96,21,0,AM2,AMERICA,T
1380,96,21,0,AM2,AMERICA,T
1381,97,3,1,AS2,ASIA,T
1382,97,9,1,AS2,ASIA,T
1383,97,15,1,AS2,ASIA,T
1384,97,15,1,AS2,ASIA,T
1385,97,18,1,AS2,ASIA,T
1386,97,21,1,AS2,ASIA,T
1387,97,21,1,AS2,ASIA,T
1388,97,21,0,AS2,ASIA,T
1389,97,21,0,AS2,ASIA,T
1390,97,21,0,AS2,ASIA,T
1391,97,21,0,AS2,ASIA,T
1392,97,21,0,AS2,ASIA,T
1393,97,21,0,AS2,ASIA,T
